field,category,platform,type,channel,provider,data_needed,enrichment,enrichment requirements
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0019_15_windows_sysmon_FileCreateStreamHash,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0019_15_windows_sysmon_FileCreateStreamHash,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0019_15_windows_sysmon_FileCreateStreamHash,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0019_15_windows_sysmon_FileCreateStreamHash,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0019_15_windows_sysmon_FileCreateStreamHash,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0013_9_windows_sysmon_RawAccessRead,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0017_13_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0006_2_windows_sysmon_process_changed_a_file_creation_time,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0011_7_windows_sysmon_image_loaded,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0016_12_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0021_18_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0018_14_windows_sysmon_RegistryEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
event_data.ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
IntegrityLevel,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
CommandLine,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
ParentImage,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0020_17_windows_sysmon_PipeEvent,EN_0003_enrich_other_sysmon_events_with_event_id_1_data,EN_0001_cache_sysmon_event_id_1_info
